"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"11/06/2015","8,643","8,586","8,701","8,586","71.28K","0.00%"
"10/06/2015","8,643","8,816","9,047","8,643","208.48K","-1.96%"
"09/06/2015","8,816","8,932","8,932","8,643","277.44K","0.00%"
"08/06/2015","8,816","8,989","8,989","8,816","168.88K","-0.65%"
"05/06/2015","8,874","8,586","8,874","8,586","236.00K","2.67%"
"04/06/2015","8,643","8,586","8,701","8,586","98.00K","0.66%"
"03/06/2015","8,586","8,816","8,816","8,528","159.92K","-1.98%"
"02/06/2015","8,759","8,816","8,874","8,586","297.60K","-1.30%"
"01/06/2015","8,874","8,989","9,047","8,874","119.60K","-1.28%"
"29/05/2015","8,989","9,104","9,104","8,759","356.48K","-1.26%"
"28/05/2015","9,104","9,277","9,277","9,104","270.72K","-0.63%"
"27/05/2015","9,162","9,220","9,220","9,047","104.80K","-0.63%"
"26/05/2015","9,220","9,047","9,450","9,047","314.80K","3.22%"
"25/05/2015","8,932","9,220","9,220","8,874","320.96K","-3.12%"
"22/05/2015","9,220","9,277","9,277","8,816","388.24K","-0.61%"
"21/05/2015","9,277","9,335","9,681","9,104","224.40K","-4.73%"
"20/05/2015","9,738","9,796","9,853","9,623","1.63M","5.62%"
"19/05/2015","9,220","8,989","9,220","8,989","434.24K","6.68%"
"18/05/2015","8,643","8,125","8,643","8,125","708.00K","6.38%"
"15/05/2015","8,125","8,413","8,413","8,125","387.44K","-6.62%"
"14/05/2015","8,701","9,335","9,450","8,701","699.76K","-6.79%"
"13/05/2015","9,335","9,450","9,911","9,220","645.28K","-0.73%"
"12/05/2015","9,404","9,588","9,588","9,035","800.20K","-2.86%"
"11/05/2015","9,681","9,865","9,957","9,681","348.70K","-1.87%"
"08/05/2015","9,865","9,773","9,865","9,681","116.70K","0.94%"
"07/05/2015","9,773","9,681","9,865","9,588","153.50K","0.95%"
"06/05/2015","9,681","9,865","9,865","9,681","124.50K","-1.87%"
"05/05/2015","9,865","9,773","9,865","9,588","144.90K","-0.92%"
"04/05/2015","9,957","10,142","10,142","9,865","284.00K","-0.92%"
"27/04/2015","10,049","10,326","10,603","10,049","601.20K","0.00%"
"24/04/2015","10,049","9,773","10,234","9,681","730.60K","4.81%"
"23/04/2015","9,588","9,588","9,773","9,588","208.10K","0.00%"
"22/04/2015","9,588","9,681","9,681","9,588","251.20K","-0.96%"
"21/04/2015","9,681","9,681","9,773","9,681","84.00K","0.00%"
"20/04/2015","9,681","9,865","9,865","9,681","394.10K","-1.87%"
"17/04/2015","9,865","9,865","9,865","9,773","84.90K","0.00%"
"16/04/2015","9,865","9,957","9,957","9,773","96.80K","0.00%"
"15/04/2015","9,865","9,865","9,865","9,865","58.10K","-0.92%"
"14/04/2015","9,957","9,773","9,957","9,773","70.10K","0.00%"
"13/04/2015","9,957","9,957","9,957","9,865","182.20K","0.93%"
"10/04/2015","9,865","10,142","10,142","9,865","154.10K","0.00%"
"09/04/2015","9,865","9,957","10,049","9,865","122.40K","-0.92%"
"08/04/2015","9,957","9,865","10,142","9,865","280.90K","0.00%"
"07/04/2015","9,957","9,681","10,049","9,681","171.10K","2.85%"
"06/04/2015","9,681","9,865","9,865","9,681","57.50K","-1.87%"
"03/04/2015","9,865","9,865","9,957","9,773","69.60K","0.00%"
"02/04/2015","9,865","9,865","9,957","9,865","156.00K","-0.92%"
"01/04/2015","9,957","10,049","10,049","9,773","169.50K","0.93%"
"31/03/2015","9,865","9,957","10,049","9,865","198.30K","0.00%"
"30/03/2015","9,865","9,865","10,142","9,865","223.30K","0.00%"
"27/03/2015","9,865","10,142","10,142","9,865","325.30K","-2.73%"
"26/03/2015","10,142","10,418","10,418","10,142","216.00K","-2.65%"
"25/03/2015","10,418","10,695","10,695","10,326","111.40K","-0.88%"
"24/03/2015","10,510","10,787","10,787","10,326","300.00K","-0.88%"
"23/03/2015","10,603","10,787","10,787","10,510","215.70K","-1.71%"
"20/03/2015","10,787","10,971","10,971","10,695","173.60K","0.00%"
"19/03/2015","10,787","10,879","10,879","10,695","133.00K","-0.85%"
"18/03/2015","10,879","10,879","10,971","10,787","8.60K","0.00%"
"17/03/2015","10,879","10,971","11,064","10,787","607.10K","0.85%"
"16/03/2015","10,787","11,064","11,064","10,787","185.10K","-1.68%"
"13/03/2015","10,971","11,432","11,617","10,971","555.20K","0.00%"
"12/03/2015","10,971","10,418","11,064","10,418","333.40K","4.39%"
"11/03/2015","10,510","10,787","10,787","10,142","785.90K","-2.57%"
"10/03/2015","10,787","11,156","11,340","10,787","580.60K","-4.88%"
"09/03/2015","11,340","11,340","11,986","11,156","425.00K","0.00%"
"06/03/2015","11,340","11,525","11,525","11,248","710.20K","-2.38%"
"05/03/2015","11,617","11,893","11,893","11,525","1.44M","-2.32%"
"04/03/2015","11,893","11,893","11,986","11,709","1.08M","0.78%"
"03/03/2015","11,801","11,617","12,078","11,617","1.54M","0.00%"
"02/03/2015","11,801","11,986","12,078","11,525","1.01M","-4.48%"
"27/02/2015","12,354","13,184","13,184","12,354","900.50K","-5.64%"
"26/02/2015","13,092","13,000","13,184","12,907","988.00K","0.71%"
"25/02/2015","13,000","12,907","13,645","12,907","1.22M","1.44%"
"24/02/2015","12,815","12,170","12,815","12,078","3.12M","6.92%"
"13/02/2015","11,986","11,986","11,986","11,801","154.10K","0.00%"
"12/02/2015","11,986","11,893","11,986","11,893","591.10K","0.00%"
"11/02/2015","11,986","11,801","11,986","11,709","2.57M","1.57%"
"10/02/2015","11,801","11,801","11,986","11,801","1.17M","-0.77%"
"09/02/2015","11,893","11,801","11,986","11,801","1.53M","1.57%"
"06/02/2015","11,709","11,617","11,801","11,617","909.10K","0.79%"
"05/02/2015","11,617","11,340","11,617","11,340","1.57M","2.44%"
"04/02/2015","11,340","10,971","11,432","10,971","955.10K","2.49%"
"03/02/2015","11,064","10,971","11,156","10,971","244.50K","0.00%"
"02/02/2015","11,064","11,432","11,432","11,064","636.50K","-3.22%"
"30/01/2015","11,432","11,525","11,617","11,340","1.06M","-0.81%"
"29/01/2015","11,525","11,248","11,525","11,156","1.90M","2.46%"
"28/01/2015","11,248","10,971","11,248","10,879","1.54M","2.52%"
"27/01/2015","10,971","10,879","11,064","10,879","744.30K","0.85%"
"26/01/2015","10,879","11,064","11,064","10,879","694.70K","-1.67%"
"23/01/2015","11,064","10,879","11,064","10,879","830.30K","0.85%"
"22/01/2015","10,971","11,064","11,064","10,971","481.10K","-0.84%"
"21/01/2015","11,064","11,064","11,156","10,971","1.32M","0.00%"
"20/01/2015","11,064","10,879","11,156","10,879","1.70M","1.70%"
"19/01/2015","10,879","10,879","10,879","10,603","1.55M","1.72%"
"16/01/2015","10,695","11,064","11,064","10,695","1.17M","-3.34%"
"15/01/2015","11,064","11,064","11,156","10,971","764.70K","0.85%"
"14/01/2015","10,971","10,510","10,971","10,510","2.44M","3.47%"
"13/01/2015","10,603","10,142","10,603","10,142","2.90M","4.55%"
"12/01/2015","10,142","9,957","10,234","9,957","1.04M","0.93%"
"09/01/2015","10,049","9,773","10,049","9,773","461.70K","1.87%"
"08/01/2015","9,865","9,865","9,957","9,773","470.40K","0.94%"
"07/01/2015","9,773","9,865","9,957","9,773","105.90K","-1.85%"
"06/01/2015","9,957","9,957","9,957","9,773","379.70K","0.00%"
"05/01/2015","9,957","10,142","10,142","9,865","180.30K","-0.92%"
